id,domain,title,abstract,url,published,llm_maturation,llm_profit_mechanism,llm_retail_accessibility,llm_specificity,llm_final,llm_flag,llm_time_to_thesis,llm_translation,llm_public_vehicles,llm_rationale,prompt_version,model,input_tokens,output_tokens,cost_usd,run_timestamp
2604.28156,Robotics,"FlexiTac: A Low-Cost, Open-Source, Scalable Tactile Sensing Solution for Robotic Systems","We present FlexiTac, a low-cost, open-source, and scalable piezoresistive tactile sensing solution designed for robotic end-effectors. FlexiTac is a practical ""plug-in"" module consisting of (i) thin, flexible tactile sensor pads that provide dense tactile signals and (ii) a compact multi-channel readout board that streams synchronized measurements for real-time control and large-scale data collection. FlexiTac pads adopt a sealed three-layer laminate stack (FPC-Velostat-FPC) with electrode patterns directly integrated into flexible printed circuits, substantially improving fabrication throughput and repeatability while maintaining mechanical compliance for deployment on both rigid and soft grippers. The readout electronics use widely available, low-cost components and stream tactile signals to a host computer at 100 Hz via serial communication. Across multiple configurations, including fingertip pads and larger tactile mats, FlexiTac can be mounted on diverse platforms without major mechanical redesign. We further show that FlexiTac supports modern tactile learning pipelines, including 3D visuo-tactile fusion for contact-aware decision making, cross-embodiment skill transfer, and real-to-sim-to-real fine-tuning with GPU-parallel tactile simulation. Our project page is available at https://flexitac.github.io/.",https://arxiv.org/abs/2604.28156v1,2026-04-30T17:43:07Z,6,4,3,6,4,skip,2-5yr,"The researchers built a cheap, open-source tactile sensor system for robot hands — a flexible pressure-sensing pad plus a readout board that can plug into various grippers and feed real-time touch data to learning algorithms. This is a useful enabling tool for robotic manipulation research, and it works with modern AI training pipelines including sim-to-real transfer. However, as an open-source commodity enabler, no single public company captures pricing power from its adoption — it's more like a research ingredient that benefits the whole field equally.",[],Open-source commodity hardware tool; no pricing power concentration and no clear pure-play public vehicle — retail accessibility is too low to act on regardless of technical merit.,v0.2-2026-04-18,claude-sonnet-4-6,3207,240,0.013221,2026-05-04T21:09:57
2604.28148,Robotics,Design and Characteristics of a Thin-Film ThermoMesh for the Efficient Embedded Sensing of a Spatio-Temporally Sparse Heat Source,"This work presents ThermoMesh, a passive thin-film thermoelectric mesh sensor designed to detect and characterize spatio-temporally sparse heat sources through conduction-based thermal imaging. The device integrates thermoelectric junctions with linear or nonlinear interlayer resistive elements to perform simultaneous sensing and in-sensor compression. We focus on the single-event (1-sparse) operation and define four performance metrics: range, efficiency, sensitivity, and accuracy. Numerical modeling shows that a linear resistive interlayer flattens the sensitivity distribution and improves minimum sensitivity by approximately tenfold for a $16\times16$ mesh. Nonlinear temperature-dependent interlayers further enhance minimum sensitivity at scale: a ceramic negative-temperature-coefficient (NTC) layer over 973--1273~K yields a $\sim14{,}500\times$ higher minimum sensitivity than the linear design at a $200\times200$ mesh, while a VO$_2$ interlayer modeled across its metal--insulator transition (MIT) over 298--373~K yields a $\sim24\times$ improvement. Using synthetic 1-sparse datasets with white boundary-channel noise at a signal-to-noise ratio of 40~dB, the VO$_2$ case achieved $98\%$ localization accuracy, a mean absolute temperature error of $0.23$~K, and a noise-equivalent temperature (NET) of $0.07$~K. For the ceramic-NTC case no localization errors were observed under the tested conditions, with a mean absolute temperature error of $1.83$~K and a NET of $1.49$~K. These results indicate that ThermoMesh could enable energy-efficient embedded thermal sensing in scenarios where conventional infrared imaging is limited, such as molten-droplet detection or hot-spot monitoring in harsh environments.",https://arxiv.org/abs/2604.28148v1,2026-04-30T17:35:40Z,3,4,3,7,3.5,skip,5+yr,"Researchers built a passive thin-film sensor mesh that detects and locates rare, isolated heat events (like a single hot droplet or a hot spot in industrial equipment) by measuring thermoelectric voltages across a grid, rather than using a conventional infrared camera. The device is purely numerical/modeling at this stage — no physical prototype is demonstrated — but shows on paper that smart material choices (like vanadium dioxide) could achieve sub-0.1 K temperature resolution with 98% localization accuracy. This is early-stage academic work with potential niche applications in industrial monitoring or harsh-environment sensing, but there is no clear path to a named public company's revenue within two years.",[],Novel first-proposal paper with purely numerical results and no prototype; retail_accessibility is low because any beneficiary would be private or a division of a large industrial conglomerate where the signal is invisible.,v0.2-2026-04-18,claude-sonnet-4-6,3338,288,0.014334,2026-05-04T21:10:05
2604.28115,Robotics,FreeOcc: Training-Free Embodied Open-Vocabulary Occupancy Prediction,"Existing learning-based occupancy prediction methods rely on large-scale 3D annotations and generalize poorly across environments. We present FreeOcc, a training-free framework for open-vocabulary occupancy prediction from monocular or RGB-D sequences. Unlike prior approaches that require voxel-level supervision and ground-truth camera poses, FreeOcc operates without 3D annotations, pose ground truth, or any learning stage. FreeOcc incrementally builds a globally consistent occupancy map via a four-layer pipeline: a SLAM backbone estimates poses and sparse geometry; a geometrically consistent Gaussian update constructs dense 3D Gaussian maps; open-vocabulary semantics from off-the-shelf vision-language models are associated with Gaussian primitives; and a probabilistic Gaussian-to-occupancy projection produces dense voxel occupancy. Despite being entirely training-free and pose-agnostic, FreeOcc achieves over $2\times$ improvements in IoU and mIoU on EmbodiedOcc-ScanNet compared to prior self-supervised methods. We further introduce ReplicaOcc, a benchmark for indoor open-vocabulary occupancy prediction, and show that FreeOcc transfers zero-shot to novel environments, substantially outperforming both supervised and self-supervised baselines. Project page: https://the-masses.github.io/freeocc-web/.",https://arxiv.org/abs/2604.28115v1,2026-04-30T17:05:56Z,6,4,3,7,4,skip,2-5yr,"This paper presents a system that can build a 3D semantic map of an environment from just a camera — no training data, no 3D labels, no known camera position — by combining SLAM (location tracking), Gaussian-based 3D reconstruction, and off-the-shelf vision-language models. The system outperforms prior methods by more than 2x on standard benchmarks and generalizes to new environments without retraining, which is practically important for robots that need to understand their surroundings without expensive setup. The most likely commercial beneficiaries are robotics and autonomous systems companies, but this is a building-block perception capability that would be absorbed into larger platforms rather than becoming a standalone revenue driver for any single accessible public company.",[],"Retail accessibility is low — this is a perception module that benefits private robotics startups and R&D labs within large conglomerates, with no clean pure-play public vehicle where this mechanism is load-bearing.",v0.2-2026-04-18,claude-sonnet-4-6,3208,298,0.014094,2026-05-04T21:10:13
2604.28111,Robotics,GSDrive: Reinforcing Driving Policies by Multi-mode Trajectory Probing with 3D Gaussian Splatting Environment,"End-to-end (E2E) autonomous driving presents a promising approach for translating perceptual inputs directly into driving actions. However, prohibitive annotation costs and temporal data quality degradation hinder long-term real-world deployment. While combining imitation learning (IL) and reinforcement learning (RL) is a common strategy for policy improvement, conventional RL training relies on delayed, event-based rewards-policies learn only from catastrophic outcomes such as collisions, leading to premature convergence to suboptimal behaviors. To address these limitations, we introduce GSDrive, a framework that exploits 3D Gaussian Splatting (3DGS) for differentiable, physics-based reward shaping in E2E driving policy improvement. Our method incorporates a flow matching-based trajectory predictor within the 3DGS simulator, enabling multi-mode trajectory probing where candidate trajectories are rolled out to assess prospective rewards. This establishes a bidirectional knowledge exchange between IL and RL by grounding reward functions in physically simulated interaction signals, offering immediate dense feedback instead of sparse catastrophic events. Evaluated on the reconstructed nuScenes dataset, our method surpasses existing simulation-based RL driving approaches in closed-loop experiments. Code is available at https://github.com/ZionGo6/GSDrive.",https://arxiv.org/abs/2604.28111v2,2026-04-30T16:59:07Z,5,3,2,5,3.5,skip,5+yr,"This paper proposes a training framework for self-driving AI that uses a photo-realistic 3D simulation environment (built with Gaussian Splatting) to give better feedback signals during reinforcement learning — replacing sparse crash-only rewards with richer, continuous signals. The goal is to help autonomous driving policies improve faster and generalize better without needing massive real-world data. This is a research-phase contribution to training methodology, not a deployable product, and it's hard to trace a clear line from this paper to any public company's near-term revenue.",[],retail_accessibility=2 fires the cap; this is an academic training framework evaluated on a benchmark dataset with no named commercial partner or clear pure-play public vehicle.,v0.2-2026-04-18,claude-sonnet-4-6,3203,254,0.013419,2026-05-04T21:10:20
2604.28057,Robotics,Framework for Collaborative Operation of Autonomous Delivery Vehicles Within a Marshaling Yard,"As autonomous vehicles slowly deploy into urban roads for limited use cases with significant edge case issues, closed facilities like marshaling yards provide a ripe case for combining lower-level vehicle autonomy with fixed infrastructure to create full autonomy without similar edge case concerns. Within a delivery marshaling yard, electric fleet vehicles complete a set of sequential tasks (charging, inspection, cleaning, and loading) before exiting the yard with their new load of deliveries. Hybrid automation of the vehicles and infrastructure can allow these vehicles to reach full autonomy and navigate the facility without the need of a driver, allowing for quicker movement between tasks increasing vehicle throughput. However, isolated autonomous operations based on static rules are prone to gridlock causing facility failures that temporarily shut down operations. Our orchestrated autonomy solution uses decentralized, dynamic priority scoring of vehicles based on the current status of the marshaling yard to optimally assign vehicles to tasks to increase vehicle throughput. Using a simulated facility with three marshaling yard sizes (small, medium, and large) and three demand levels (low, medium, high), we demonstrated that our orchestration solution increases vehicle throughput above static, isolated autonomy for all combinations of yard size and demand, while reducing facility failures at high demand levels.",https://arxiv.org/abs/2604.28057v1,2026-04-30T16:02:59Z,6,6,5,6,4.5,watchlist,2-5yr,"This paper describes a software orchestration system for autonomous electric delivery vehicles inside enclosed depot yards — think the staging areas where Amazon or FedEx vans get charged, inspected, and loaded before routes. Instead of each vehicle following fixed rules independently (which causes gridlock at high demand), they propose a decentralized priority-scoring system that dynamically routes vehicles through tasks, and they tested it in simulation across multiple yard sizes and demand levels, showing improved throughput and fewer facility failures in all scenarios. The commercial hook is real — last-mile logistics operators are under pressure to automate depot operations, and this is exactly the kind of software layer that companies like Gatik, Einride, or fleet operators (XPO, ODFL, AMZN logistics) would need — but the nearest investable angle is indirect and the work is still simulation-only with no named commercial partner.","[""XPO"", ""ODFL"", ""UPS"", ""AMZN""]","Simulation-only result with no named commercial deployment partner limits near-term actionability, but the problem space (depot autonomy for electric delivery fleets) is real and near-term, making this a watchlist for when a logistics operator announces a pilot.",v0.2-2026-04-18,claude-sonnet-4-6,3148,361,0.014859,2026-05-04T21:10:29
2605.00815,Energy,Revealing the origin of XMCD in an altermagnet via three-dimensional control of spins,"Altermagnets are an emerging class of collinear antiferromagnets that exhibit unconventional spin-polarised electronic bands, potentially unlocking new functionalities that do not rely on spin-orbit coupling (SOC). Experimental signatures traditionally associated with spin polarisation, like X-ray magnetic circular dichroism (XMCD), are thus being used as a validation of altermagnetism. However, unlike altermagnetic spin-splitting, these responses require SOC and are not invariant under spin-space rotations. This brings into question the extent to which they can be considered direct signatures of altermagnetism. Here, we exploit the g-wave altermagnet $α$-Fe$_{2}$O$_{3}$ to demonstrate that XMCD is governed precisely by the spin-direction-induced symmetry breaking that altermagnetic spin groups are designed to ignore. Strikingly, the XMCD is highly anisotropic and is decoupled from the weak magnetic canting. We show that this anomalous XMCD can be described by on-site Faraday tensors capturing the locally uncompensated spin-orbital anisotropies - a scenario that can be applied to other altermagnets. Leveraging this, we reconstruct complete vectorial maps of nanoscale textures in $α$-Fe$_{2}$O$_{3}$ thin films, including domain walls and topological solitons, which are promising for building future spintronics and magnonics devices.",https://arxiv.org/abs/2605.00815v1,2026-05-01T17:55:10Z,6,2,1,6,3,skip,5+yr,"The researchers studied a special class of magnetic materials called altermagnets, using X-ray techniques to map how the magnetic structure behaves at the nanoscale in iron oxide thin films, including exotic features like topological solitons and domain walls. This is foundational materials science aimed at future spintronic and magnonic devices — technologies that could someday replace conventional electronics in niche applications. There is no near-term revenue story here; this is basic physics research many years away from any commercializable product, with no identifiable public company that would benefit detectably.",[],Pure materials-physics research with a 5+ year horizon to any commercial application; no public company has load-bearing exposure to altermagnet spintronics in the 2-year window.,v0.2-2026-04-18,claude-sonnet-4-6,3267,255,0.013626,2026-05-04T21:10:37
2605.00802,Energy,Determination of Density Functional Tight Binding Models for Cerium Allotropes,We have developed Density Functional Tight Binding (DFTB) models for cerium that accurately predict both the electronic band structure and energetic ordering of different allotropes. We show that global optimization of the electronic confining potentials minimize the errors in the predicted Kohn-Sham energies while facilitating determination of a many-body repulsive energy. Our results illustrate the ability of DFTB to accurately reproduce complex f-electron interactions for multiple phases while leveraging minimal Density Functional Theory data.,https://arxiv.org/abs/2605.00802v1,2026-05-01T17:40:40Z,4,2,1,5,2.5,skip,5+yr,"The researchers built a computationally cheaper mathematical model (DFTB) for cerium metal that accurately captures how electrons behave across cerium's different structural phases. Cerium has unusual electronic properties due to its f-electrons, making it hard to model cheaply, and this work shows a path to simulating it without heavy computational cost. This is foundational materials-science methodology with no near-term commercial path visible — it's a step toward better simulation tools, not a product or process any public company can monetize in the next few years.",[],Pure computational methods paper for a niche material with no identifiable commercial path or public-company vehicle in the relevant timeframe; retail_accessibility=1 fires the cap.,v0.2-2026-04-18,claude-sonnet-4-6,3010,248,0.01275,2026-05-04T21:10:44
2605.00801,Energy,Oxygen Vacancies at Dislocation Core Modulate Plasticity in Strontium Titanate,"Dislocation core chemistry in oxides critically influences mechanical behavior and functionality; yet the evolution of core chemistry during the dislocation motion in them has not been directly observed. Here, using SrTiO3 as a model material, we combine aberration-corrected scanning transmission electron microscopy and electron energy-loss spectroscopy with atomic-level molecular dynamics (MD) simulations to correlate the <110>{1-10} dislocation core structure, oxygen vacancy density, charge state, and mobility with each other. We find that the mechanically induced dislocation loops exhibit dissociated cores, whose oxygen vacancy density depends on the gliding distance: short loops are Ti-reduced and oxygen-deficient at the edge dislocation core, whereas longer loops remain close to stoichiometry in both the edge and screw components. MD simulations reveal that kink-assisted edge dislocation glide in SrTiO3 leaves oxygen-deficient trails behind, modulating the oxygen content inside the edge core. These results demonstrate that oxygen-vacancy evolution at the dislocation core intrinsically couples with plasticity in ionic crystals, suggesting a mechanism for oxygen vacancy-dependent dislocation mobility in plastically deformed oxides.",https://arxiv.org/abs/2605.00801v1,2026-05-01T17:39:50Z,6,2,1,7,3,skip,5+yr,"Researchers used advanced electron microscopy and atomic-scale simulations to directly observe how oxygen vacancies (missing oxygen atoms) accumulate at defect lines (dislocations) inside strontium titanate, a ceramic oxide, as it deforms mechanically. This reveals a fundamental mechanism linking atomic-scale chemistry to how these materials bend and break. While scientifically important for understanding oxide ceramics used in electronics and energy devices, this is basic materials science with no clear near-term commercial pathway — it would take many years before this understanding translates into a product advantage for any identifiable public company.",[],Fundamental materials science result with no identifiable near-term commercial path or investable public vehicle; retail_accessibility=1 triggers the cap and confirms skip.,v0.2-2026-04-18,claude-sonnet-4-6,3184,252,0.013332,2026-05-04T21:10:52
2605.00703,Energy,TrueEBSD in MTEX: automatic image matching for correlative microscopy applications,"TrueEBSD is an open-source MATLAB program for image alignment and spatial distortion correction of images and electron backscatter diffraction (EBSD) maps. We have re-implemented TrueEBSD as an add-on to MTEX, an established toolbox for EBSD data analysis. Spatial alignment enables correlative analysis methods, such as augmenting EBSD orientation maps with data from other imaging modes. The augmented EBSD maps can then be analysed further using MTEX. We demonstrate TrueEBSD on two example case studies: one for measuring Co phase fraction and WC contiguity in a WC-Co composite, and another for determining the relative susceptibility of grain boundaries to void formation in a copper polycrystal. In both examples, the EBSD map was augmented with scanning electron microscopy (SEM) image data. This enabled quantitative crystallographic measurements which would not be possible from analysing the EBSD maps and images separately.",https://arxiv.org/abs/2605.00703v1,2026-05-01T14:46:25Z,6,2,1,5,2.5,skip,5+yr,"This paper describes an open-source software tool that aligns and corrects microscopy images from different imaging techniques, allowing researchers to overlay crystallographic data with electron microscopy images for more detailed material analysis. The two case studies involve analyzing industrial materials (tungsten carbide composites and copper grain boundaries), which are relevant to cutting tools and electronics, but this is a research instrument, not a commercial product. There is no clear path from this open-source MATLAB add-on to a public company's revenue within any near-term window.",[],"Open-source academic software tool with no pricing power, no named commercial beneficiary, and no investable public vehicle — hard cap triggered by retail_accessibility of 1.",v0.2-2026-04-18,claude-sonnet-4-6,3132,242,0.013026,2026-05-04T21:10:59
2605.00639,Energy,Born-Qualified: An Autonomous Framework for Deploying Advanced Energy and Electronic Materials,"Autonomous science is transforming how we discover materials and chemical systems for advanced energy technologies. However, many initially promising systems never reach deployment. This ""valley of death"" stems from optimization that prioritizes laboratory metrics over industrial viability. We propose a new strategy: ""born-qualified"" autonomous development, which embeds manufacturability, cost, and durability constraints from the outset. This approach is enabled by four pillars, including the development of multi-objective metrics, causal models, a modular infrastructure, and embedding manufacturing in the discovery loop. Realizing this vision will require sustained, community-wide commitment, but the potential return on that investment is commensurate with the scale of the challenge.",https://arxiv.org/abs/2605.00639v1,2026-05-01T13:21:25Z,3,3,2,2,3,skip,5+yr,"This paper proposes a conceptual framework called 'born-qualified' autonomous materials discovery, where AI-driven research embeds manufacturing constraints and cost considerations from the start rather than optimizing only for lab performance. The idea addresses why promising lab materials rarely make it to commercial products. This is a vision paper with no quantitative results, no named commercial partners, and no near-term deployment path — interesting as a research direction but not actionable for an investor on a 2-year horizon.",[],"Framework proposal with no quantitative claims, no named partners, and retail_accessibility=2 triggers the hard cap — pure academic vision paper with no investable near-term signal.",v0.2-2026-04-18,claude-sonnet-4-6,3064,233,0.012687,2026-05-04T21:11:05
2605.00609,Energy,Coordination Engineering of Dual-Atom Catalysts for Overall Water Splitting: Mechanistic Insights from Constant-Potential First-Principles and Machine Learning,"The rational design of bifunctional electrocatalysts for the hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) is essential for achieving efficient and cost-effective overall water splitting. Atomically dispersed transition-metal catalysts, including single-atom catalysts and dual-atom catalysts (DACs), have emerged as a prominent class of heterogeneous catalysts, in which coordination engineering plays a decisive role in tuning catalytic performance. Herein, we explore coordination-engineered bifunctional overall water splitting electrocatalysts using graphene-supported DACs (TM1TM2-C6-xNx) as model systems. By tuning C/N coordination and dual-metal combinations (Fe, Co, Ni, and Cu), a library of 228 structures was constructed. A three-step screening strategy, combining constant-charge and constant-potential density functional theory with kinetic analysis of proton-coupled electron transfer (PCET), identifies 24 highly active candidates (TM1TM2 = CoNi, CoCu and Co2) with mixed C/N coordination for OER. These catalysts exhibit overpotentials comparable to that of IrO2 and low PCET barriers (lower than 0.40 eV), among which 22 also show high HER activity. Machine learning reveals clear coordination-dependent structure-performance relationships. Such bifunctionality arises from coordination engineering that enables the simultaneous optimization of OER intermediate adsorption and the hydrogen binding strength for HER. This work establishes coordination engineering as an effective strategy for designing high-performance bifunctional dual-atom electrocatalysts for overall water splitting.",https://arxiv.org/abs/2605.00609v1,2026-05-01T12:20:22Z,6,4,2,7,4,skip,5+yr,"Researchers used computational screening (DFT + machine learning) across 228 graphene-supported dual-atom catalyst structures to identify 24 promising candidates for splitting water into hydrogen and oxygen efficiently, with performance comparable to expensive iridium-based catalysts. This is early-stage materials discovery — identifying theoretical candidates computationally, not demonstrating working devices — so commercial impact is years away. There is no near-term public equity play; green hydrogen infrastructure companies (like Nel ASA or ITM Power) would only benefit after extensive experimental validation and scale-up that hasn't begun.",[],"Pure computational materials screening with no experimental validation and no named commercial partner; retail_accessibility fires the cap at 5, and the mechanism is too far from commercialization regardless.",v0.2-2026-04-18,claude-sonnet-4-6,3291,254,0.013683,2026-05-04T21:11:13
2605.00601,Energy,Superconducting diode effect in correlated electron systems by nonreciprocal magnetism,"The superconducting diode effect (SDE), characterized by a nonreciprocal critical current in superconductors, has recently been observed in strongly correlated electron systems and near quantum criticality, pointing to unconventional mechanisms beyond weak-coupling theories. Here we investigate the SDE in the Rashba-Zeeman-Hubbard model, which captures $d$-wave superconductivity in an antiferromagnetic quantum critical regime, using the Dyson-Gor'kov equation with the fluctuation exchange approximation. We show that electron correlations suppress the conventional intrinsic SDE arising from depairing currents. More importantly, a supercurrent nonreciprocally induces antiferromagnetic order, which fundamentally governs the critical current and enables perfect diode efficiency. Our results reveal a previously unrecognized correlation-driven mechanism of the SDE and establish strongly correlated superconductors as a platform for superconducting diode physics.",https://arxiv.org/abs/2605.00601v1,2026-05-01T12:16:11Z,4,2,1,5,3,skip,5+yr,"The researchers theoretically analyzed a new mechanism for the 'superconducting diode effect' — a phenomenon where current flows with zero resistance in one direction but not the other, analogous to a semiconductor diode but in superconductors. They found that in strongly correlated electron systems, electron interactions can generate this effect through an unconventional magnetic mechanism, potentially achieving perfect diode efficiency. This is fundamental condensed matter theory with no clear path to commercialization or investable public companies within a 2-5 year window — superconducting electronics remain largely a laboratory curiosity at this stage.",[],"Pure theoretical physics paper proposing a new quantum mechanism with no commercial partner, no experimental demonstration, and no plausible investable vehicle within the operator's 2-year horizon.",v0.2-2026-04-18,claude-sonnet-4-6,3116,259,0.013233,2026-05-04T21:11:19
2605.00599,Energy,Coordination-Induced Tuning of Ligand-Centered Red Emission in a cis-[Cd(Tz)2(py)2] Complex for Light-Emitting Diodes,"Organic--inorganic complexes are promising materials for light-emitting applications. Here, we report a new organometallic complex, cis-[Cd(Tz)$_2$(py)$_2$], featuring a distorted octahedral Cd(II) coordination environment. IR and Raman spectroscopy reveal pronounced coordination-induced changes, particularly in the Raman response of the triazene moiety, indicating electronic and structural perturbation upon Cd(II) complexation. Hirshfeld surface analysis shows that the crystal packing is mainly governed by H$\cdots$H, O$\cdots$H/H$\cdots$O, and C$\cdots$H/H$\cdots$C contacts, whereas $π$--$π$ stacking interactions contribute modestly. Solid-state UV--Vis spectroscopy reveals broad absorption from $\sim$700 to 200 nm and a direct optical band gap of 1.83 eV, indicating semiconductor-like behavior. Photoluminescence measurements show a broad emission band at 500--850 nm with enhanced red contribution upon coordination. The emission is mainly assigned to ligand-centered transitions ($π\rightarrow π^*$ and $n \rightarrow π^*$), consistent with the $d^{10}$ configuration of Cd(II), which suppresses metal-centered and charge-transfer processes. The CIE chromaticity coordinates confirm warm emission, highlighting the potential of cis-[Cd(Tz)$_2$(py)$_2$] for red-emitting optoelectronic applications.",https://arxiv.org/abs/2605.00599v1,2026-05-01T12:11:51Z,3,2,2,5,2.5,skip,5+yr,"Researchers synthesized a new cadmium-based coordination complex that emits warm red light, characterized its crystal structure and optical properties, and demonstrated it could be a candidate for red-emitting LEDs. This is a first-report materials discovery paper — the gap between 'we made a new glowing molecule' and 'this is in a commercial product' spans many years of device engineering, stability testing, and scale-up. There is no clear public-company vehicle; LED materials research of this type is highly diffuse and any gains would accrue to large diversified chemical or display conglomerates where the signal would be invisible.",[],First-discovery novelty paper on a new cadmium complex with no commercial path in a 2-year window and no identifiable public-vehicle exposure.,v0.2-2026-04-18,claude-sonnet-4-6,3310,264,0.01389,2026-05-04T21:11:27
2605.00577,Energy,Long range proximity effects in planar structures involving the halfmetal ferromagnet La0.7Sr0.3MnO3 and Pt interlayers,"Over the last decade, there has been steady research on superconducting junctions with a ferromagnet as the weak link, and where triplet correlations can transport supercurrents over a substantial distances. Of particular interest are halfmetallic ferromagnets, in which only one spin band is present, so that, presumably, the induced supercurrent is fully spin-polarized. We have earlier reported on a study of triplet transport in planar La0.7Sr0.3MnO3(LSMO) nanostrip Josephson junctions with NbTi superconducting contacts, where we found high values for the supercurrents, and large junction lengths (up to 1.3 μm). Here, we extend that work by studying the dependence of the critical current Ic on the length of the nanostrip between the contacts and the width of the strip. All junctions show strong supercurrents, but we do not observe simple systematics. Apparently, the fabrication process does not allow sufficient control over some of its parameters. To gain more insight in the mechanism for triplet generation at the LSMO/NbTi interface, we also studied the effect of Pt as an interlayer between the LSMO and the NbTi. For this, we etched a NbTi/Pt electrode structure on a full film of LSMO. The results are highly promising, showing sharp superconducting transitions and zero-resistance states being reached at an electrode distance of 2 μm, with indications that larger distances should be feasible.",https://arxiv.org/abs/2605.00577v1,2026-05-01T11:23:10Z,6,2,1,6,3,skip,5+yr,"Researchers are studying how superconducting electrical currents can flow through a special magnetic material (LSMO) over unusually long distances — up to 2 micrometers — when a platinum interlayer is added. This is fundamental physics research into a phenomenon called 'triplet superconductivity,' which could theoretically enable ultra-low-power electronics or quantum computing components someday. The work is at a materials-science discovery stage, far from any manufacturable device, with no clear near-term commercial beneficiary.",[],Fundamental condensed-matter physics with no commercial path in the 2-year window and no identifiable public company that benefits; retail_accessibility=1 fires the hard cap.,v0.2-2026-04-18,claude-sonnet-4-6,3266,251,0.013563,2026-05-04T21:11:34
2605.00576,Energy,High-pressure magnetic transition in iron observed via diamond quantum sensing,"Diamond quantum sensors offer high precision and spatial resolution as magnetic probes, making them promising for a wide range of applications. While diamond anvil cells (DACs) can generate extremely high pressures, techniques for magnetometry under such conditions remain limited. By fabricating an ensemble of NV centers directly on the anvil diamond surface, we enable precise magnetic measurements under high pressure. In this work, we employ this NV ensemble to image the stray magnetic field of iron up to 30 GPa, enabling the observation of the magnetic transition ($α$-$\varepsilon$ transition) in iron.",https://arxiv.org/abs/2605.00576v1,2026-05-01T11:21:56Z,5,3,2,6,3,skip,5+yr,"Researchers embedded nitrogen-vacancy (NV) quantum sensors directly onto diamond anvil cell surfaces to measure magnetic fields at pressures up to 30 GPa, successfully imaging a known phase transition in iron (from its magnetic alpha phase to the non-magnetic epsilon phase). This is a clever instrumentation advance for high-pressure physics, confirming that diamond quantum sensors can work as magnetometers in extreme-pressure environments. The commercial path is distant — this is a laboratory technique demonstration with no near-term product or named industrial beneficiary.",[],Instrument-science paper with no near-term commercial path; retail_accessibility fires the cap and there is no plausible public vehicle in the 2-year window.,v0.2-2026-04-18,claude-sonnet-4-6,3036,242,0.012738,2026-05-04T21:11:41
2605.00575,Energy,Plasmon Induced Delocalized Second-Harmonic Generation Towards Buried-Interface Spectroscopy,"Second-harmonic generation microscopy is a powerful technique capable of probing local crystal symmetries and electric fields at interfaces. However, it often suffers from weak signal strength and is difficult to understand in multilayer systems where many materials can give competing signal contributions. In this work we present direct observation of delocalized, surface plasmon polariton-mediated second-harmonic generation on gold monocrystalline surfaces and structures. We generate second-harmonic light up to 35 um from the excitation spot and, excitingly, we obtain signal from atomically flat surfaces without a fundamental excitation beam present in the same region. We reveal that this process arises from the interaction of two counter-propagating surface plasmon polaritons, which we believe to be the first observation of this process at the microscale. This signal has the same polarisation dependence as localised second-harmonic generation and is emitted in a collimated beam travelling perpendicular to the sample surface. In part due to local electric field enhancements, we were able to observe these signals on a CMOS camera with 1 s exposure and no gain using an industrial-grade pulsed laser. Our results enable wide area multilayer samples to be probed using a single excitation beam, with applications including in energy, catalysis and single particle surface sensing.",https://arxiv.org/abs/2605.00575v1,2026-05-01T11:18:15Z,5,3,2,6,3.5,skip,5+yr,"This paper demonstrates a new optical phenomenon where laser-excited surface plasmons on gold surfaces generate second-harmonic light far from where the laser actually hits, enabling non-invasive probing of buried interfaces in multilayer materials. The potential applications include characterizing solar cell interfaces, catalytic surfaces, and thin-film devices — useful for materials R&D. However, this is a fundamental laboratory discovery with no named commercial partner or near-term product path; any impact on public companies in energy or semiconductors would take many years and many more development steps.",[],"Retail_accessibility is 2 — this is a fundamental photonics observation with no plausible near-term public-vehicle path, triggering the cap regardless of scientific interest.",v0.2-2026-04-18,claude-sonnet-4-6,3215,254,0.013455,2026-05-04T21:11:48
